code,number,team,name,category,source_url
"CZE 9","9","Czechia","Michal Sadilek","Jugador","https://scanini.app/es/teams/czechia"
"CZE 10","10","Czechia","Lukas Provod","Jugador","https://scanini.app/es/teams/czechia"
"CZE 11","11","Czechia","Lukas Cerv","Jugador","https://scanini.app/es/teams/czechia"
"CZE 12","12","Czechia","Tomas Soucek","Jugador","https://scanini.app/es/teams/czechia"
"CZE 13","13","Czechia","Foto del equipo de Czechia","Equipo","https://scanini.app/es/teams/czechia"
"CZE 14","14","Czechia","Pavel Sulc","Jugador","https://scanini.app/es/teams/czechia"
"CZE 15","15","Czechia","Matej Vydra","Jugador","https://scanini.app/es/teams/czechia"
"CZE 16","16","Czechia","Vasil Kusej","Jugador","https://scanini.app/es/teams/czechia"
"CZE 17","17","Czechia","Tomas Chory","Jugador","https://scanini.app/es/teams/czechia"
"CZE 18","18","Czechia","Vaclav Cerny","Jugador","https://scanini.app/es/teams/czechia"
"CZE 19","19","Czechia","Adam Hlozek","Jugador","https://scanini.app/es/teams/czechia"
"CZE 20","20","Czechia","Patrik Schick","Jugador","https://scanini.app/es/teams/czechia"
"ECU 1","1","Ecuador","Escudo de Ecuador","Escudo","https://scanini.app/es/teams/ecuador"
"ECU 2","2","Ecuador","Hernán Galíndez","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 3","3","Ecuador","Gonzalo Valle","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 4","4","Ecuador","Piero Hincapié","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 5","5","Ecuador","Pervis Estupiñán","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 6","6","Ecuador","Willian Pacho","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 7","7","Ecuador","Ángelo Preciado","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 8","8","Ecuador","Joel Ordóñez","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 9","9","Ecuador","Moises Caicedo","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 10","10","Ecuador","Alan Franco","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 11","11","Ecuador","Kendry Paez","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 12","12","Ecuador","Pedro Vite","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 13","13","Ecuador","Foto del equipo de Ecuador","Equipo","https://scanini.app/es/teams/ecuador"
"ECU 14","14","Ecuador","John Veboah","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 15","15","Ecuador","Leonardo Campana","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 16","16","Ecuador","Gonzalo Plata","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 17","17","Ecuador","Nilson Angulo","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 18","18","Ecuador","Alan Minda","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 19","19","Ecuador","Kevin Rodriguez","Jugador","https://scanini.app/es/teams/ecuador"
"ECU 20","20","Ecuador","Enner Valencia","Jugador","https://scanini.app/es/teams/ecuador"
"EGY 1","1","Egypt","Escudo de Egypt","Escudo","https://scanini.app/es/teams/egypt"
"EGY 2","2","Egypt","Mohamed El Shenawy","Jugador","https://scanini.app/es/teams/egypt"
"EGY 3","3","Egypt","Mohamed Hany","Jugador","https://scanini.app/es/teams/egypt"
"EGY 4","4","Egypt","Mohamed Hamdy","Jugador","https://scanini.app/es/teams/egypt"
"EGY 5","5","Egypt","Yasser Ibrahim","Jugador","https://scanini.app/es/teams/egypt"
"EGY 6","6","Egypt","Khaled Sobhi","Jugador","https://scanini.app/es/teams/egypt"
"EGY 7","7","Egypt","Ramy Rabia","Jugador","https://scanini.app/es/teams/egypt"
"EGY 8","8","Egypt","Hossam Abdelmaguid","Jugador","https://scanini.app/es/teams/egypt"
"EGY 9","9","Egypt","Ahmed Fatouh","Jugador","https://scanini.app/es/teams/egypt"
"EGY 10","10","Egypt","Marwan Attia","Jugador","https://scanini.app/es/teams/egypt"
"EGY 11","11","Egypt","Zizo","Jugador","https://scanini.app/es/teams/egypt"
"EGY 12","12","Egypt","Hamdy Fathy","Jugador","https://scanini.app/es/teams/egypt"
"EGY 13","13","Egypt","Foto del equipo de Egypt","Equipo","https://scanini.app/es/teams/egypt"
"EGY 14","14","Egypt","Mohamed Lasheen","Jugador","https://scanini.app/es/teams/egypt"
"EGY 15","15","Egypt","Emam Ashour","Jugador","https://scanini.app/es/teams/egypt"
"EGY 16","16","Egypt","Osama Faisal","Jugador","https://scanini.app/es/teams/egypt"
"EGY 17","17","Egypt","Mohamed Salah","Jugador","https://scanini.app/es/teams/egypt"
"EGY 18","18","Egypt","Mostafa Mohamed","Jugador","https://scanini.app/es/teams/egypt"
"EGY 19","19","Egypt","Trezeguet","Jugador","https://scanini.app/es/teams/egypt"
"EGY 20","20","Egypt","Omar Marmoush","Jugador","https://scanini.app/es/teams/egypt"
"ENG 1","1","England","Escudo de England","Escudo","https://scanini.app/es/teams/england"
"ENG 2","2","England","Jordan Pickford","Jugador","https://scanini.app/es/teams/england"
"ENG 3","3","England","John Stones","Jugador","https://scanini.app/es/teams/england"
"ENG 4","4","England","Marc Guéhi","Jugador","https://scanini.app/es/teams/england"
"ENG 5","5","England","Ezri Konsa","Jugador","https://scanini.app/es/teams/england"
"ENG 6","6","England","Trent Alexander-Arnold","Jugador","https://scanini.app/es/teams/england"
"ENG 7","7","England","Reece James","Jugador","https://scanini.app/es/teams/england"
"ENG 8","8","England","Dan Burn","Jugador","https://scanini.app/es/teams/england"
"ENG 9","9","England","Jordan Henderson","Jugador","https://scanini.app/es/teams/england"
"ENG 10","10","England","Declan Rice","Jugador","https://scanini.app/es/teams/england"
"ENG 11","11","England","Jude Bellingham","Jugador","https://scanini.app/es/teams/england"
"ENG 12","12","England","Cole Palmer","Jugador","https://scanini.app/es/teams/england"
"ENG 13","13","England","Foto del equipo de England","Equipo","https://scanini.app/es/teams/england"
"ENG 14","14","England","Morgan Rogers","Jugador","https://scanini.app/es/teams/england"
"ENG 15","15","England","Anthony Gordon","Jugador","https://scanini.app/es/teams/england"
"ENG 16","16","England","Phil Foden","Jugador","https://scanini.app/es/teams/england"
"ENG 17","17","England","Bukayo Saka","Jugador","https://scanini.app/es/teams/england"
"ENG 18","18","England","Harry Kane","Jugador","https://scanini.app/es/teams/england"
"ENG 19","19","England","Marcus Rashford","Jugador","https://scanini.app/es/teams/england"
"ENG 20","20","England","Ollie Watkins","Jugador","https://scanini.app/es/teams/england"
"ESP 1","1","Spain","Escudo de Spain","Escudo","https://scanini.app/es/teams/spain"
"ESP 2","2","Spain","Unai Simon","Jugador","https://scanini.app/es/teams/spain"
"ESP 3","3","Spain","Robin Le Normand","Jugador","https://scanini.app/es/teams/spain"
"ESP 4","4","Spain","Aymeric Laporte","Jugador","https://scanini.app/es/teams/spain"
"ESP 5","5","Spain","Dean Huijsen","Jugador","https://scanini.app/es/teams/spain"
"ESP 6","6","Spain","Pedro Porro","Jugador","https://scanini.app/es/teams/spain"
"ESP 7","7","Spain","Dani Carvajal","Jugador","https://scanini.app/es/teams/spain"
"ESP 8","8","Spain","Marc Cucurella","Jugador","https://scanini.app/es/teams/spain"
"ESP 9","9","Spain","Martín Zubimendi","Jugador","https://scanini.app/es/teams/spain"
"ESP 10","10","Spain","Rodri","Jugador","https://scanini.app/es/teams/spain"
"ESP 11","11","Spain","Pedri","Jugador","https://scanini.app/es/teams/spain"
"ESP 12","12","Spain","Fabian Ruiz","Jugador","https://scanini.app/es/teams/spain"
"ESP 13","13","Spain","Foto del equipo de Spain","Equipo","https://scanini.app/es/teams/spain"
"ESP 14","14","Spain","Mikel Merino","Jugador","https://scanini.app/es/teams/spain"
"ESP 15","15","Spain","Lamine Yamal","Jugador","https://scanini.app/es/teams/spain"
"ESP 16","16","Spain","Dani Olmo","Jugador","https://scanini.app/es/teams/spain"
"ESP 17","17","Spain","Nico Williams","Jugador","https://scanini.app/es/teams/spain"
"ESP 18","18","Spain","Ferran Torres","Jugador","https://scanini.app/es/teams/spain"
"ESP 19","19","Spain","Álvaro Morata","Jugador","https://scanini.app/es/teams/spain"
"ESP 20","20","Spain","Mikel Oyarzabal","Jugador","https://scanini.app/es/teams/spain"
"FRA 1","1","France","Escudo de France","Escudo","https://scanini.app/es/teams/france"
"FRA 2","2","France","Mike Maignan","Jugador","https://scanini.app/es/teams/france"
"FRA 3","3","France","Theo Hernandez","Jugador","https://scanini.app/es/teams/france"
"FRA 4","4","France","William Saliba","Jugador","https://scanini.app/es/teams/france"
"FRA 5","5","France","Jules Kounde","Jugador","https://scanini.app/es/teams/france"
"FRA 6","6","France","Ibrahima Konate","Jugador","https://scanini.app/es/teams/france"
"FRA 7","7","France","Dayot Upamecano","Jugador","https://scanini.app/es/teams/france"
"FRA 8","8","France","Lucas Digne","Jugador","https://scanini.app/es/teams/france"
"FRA 9","9","France","Aurélien Tchouaméni","Jugador","https://scanini.app/es/teams/france"
"FRA 10","10","France","Eduardo Camavinga","Jugador","https://scanini.app/es/teams/france"
"FRA 11","11","France","Manu Kone","Jugador","https://scanini.app/es/teams/france"
"FRA 12","12","France","Adrien Rabiot","Jugador","https://scanini.app/es/teams/france"
"FRA 13","13","France","Foto del equipo de France","Equipo","https://scanini.app/es/teams/france"
"FRA 14","14","France","Michael Olise","Jugador","https://scanini.app/es/teams/france"
"FRA 15","15","France","Ousmane Dembele","Jugador","https://scanini.app/es/teams/france"
"FRA 16","16","France","Bradley Barcola","Jugador","https://scanini.app/es/teams/france"
"FRA 17","17","France","Désiré Doué","Jugador","https://scanini.app/es/teams/france"
"FRA 18","18","France","Kingsley Coman","Jugador","https://scanini.app/es/teams/france"
"FRA 19","19","France","Hugo Ekitike","Jugador","https://scanini.app/es/teams/france"
"FRA 20","20","France","Kylian Mbappe","Jugador","https://scanini.app/es/teams/france"
"GER 1","1","Germany","Escudo de Germany","Escudo","https://scanini.app/es/teams/germany"
"GER 2","2","Germany","Marc-André ter Stegen","Jugador","https://scanini.app/es/teams/germany"
"GER 3","3","Germany","Jonathan Tah","Jugador","https://scanini.app/es/teams/germany"
"GER 4","4","Germany","David Raum","Jugador","https://scanini.app/es/teams/germany"
"GER 5","5","Germany","Nico Schlotterbeck","Jugador","https://scanini.app/es/teams/germany"
"GER 6","6","Germany","Antonio Rüdiger","Jugador","https://scanini.app/es/teams/germany"
"GER 7","7","Germany","Waldemar Anton","Jugador","https://scanini.app/es/teams/germany"
"GER 8","8","Germany","Ridle Baku","Jugador","https://scanini.app/es/teams/germany"
"GER 9","9","Germany","Maximilian Mittelstadt","Jugador","https://scanini.app/es/teams/germany"
"GER 10","10","Germany","Joshua Kimmich","Jugador","https://scanini.app/es/teams/germany"
"GER 11","11","Germany","Florian Wirtz","Jugador","https://scanini.app/es/teams/germany"
"GER 12","12","Germany","Felix Nmecha","Jugador","https://scanini.app/es/teams/germany"
"GER 13","13","Germany","Foto del equipo de Germany","Equipo","https://scanini.app/es/teams/germany"
"GER 14","14","Germany","Leon Goretzka","Jugador","https://scanini.app/es/teams/germany"
"GER 15","15","Germany","Jamal Musiala","Jugador","https://scanini.app/es/teams/germany"
"GER 16","16","Germany","Serge Gnabry","Jugador","https://scanini.app/es/teams/germany"
"GER 17","17","Germany","Kai Havertz","Jugador","https://scanini.app/es/teams/germany"
"GER 18","18","Germany","Leroy Sane","Jugador","https://scanini.app/es/teams/germany"
"GER 19","19","Germany","Karim Adeyemi","Jugador","https://scanini.app/es/teams/germany"
"GER 20","20","Germany","Nick Woltemade","Jugador","https://scanini.app/es/teams/germany"
"GHA 1","1","Ghana","Escudo de Ghana","Escudo","https://scanini.app/es/teams/ghana"
"GHA 2","2","Ghana","Lawrence Ati Zigi","Jugador","https://scanini.app/es/teams/ghana"
"GHA 3","3","Ghana","Tariq Lamptey","Jugador","https://scanini.app/es/teams/ghana"
"GHA 4","4","Ghana","Mohammed Salisu","Jugador","https://scanini.app/es/teams/ghana"
"GHA 5","5","Ghana","Alidu Seidu","Jugador","https://scanini.app/es/teams/ghana"
"GHA 6","6","Ghana","Alexander Djiku","Jugador","https://scanini.app/es/teams/ghana"
"GHA 7","7","Ghana","Gideon Mensah","Jugador","https://scanini.app/es/teams/ghana"
"GHA 8","8","Ghana","Caleb Yirenkyi","Jugador","https://scanini.app/es/teams/ghana"
"GHA 9","9","Ghana","Abdul Issahaku Fatawu","Jugador","https://scanini.app/es/teams/ghana"
"GHA 10","10","Ghana","Thomas Partey","Jugador","https://scanini.app/es/teams/ghana"
"GHA 11","11","Ghana","Salis Abdul Samed","Jugador","https://scanini.app/es/teams/ghana"
"GHA 12","12","Ghana","Kamaldeen Sulemana","Jugador","https://scanini.app/es/teams/ghana"
"GHA 13","13","Ghana","Foto del equipo de Ghana","Equipo","https://scanini.app/es/teams/ghana"
"GHA 14","14","Ghana","Mohammed Kudus","Jugador","https://scanini.app/es/teams/ghana"
"GHA 15","15","Ghana","Inaki Williams","Jugador","https://scanini.app/es/teams/ghana"
"GHA 16","16","Ghana","Jordan Ayew","Jugador","https://scanini.app/es/teams/ghana"
"GHA 17","17","Ghana","Andrew Ayew","Jugador","https://scanini.app/es/teams/ghana"
"GHA 18","18","Ghana","Joseph Paintsil","Jugador","https://scanini.app/es/teams/ghana"
"GHA 19","19","Ghana","Osman Bukari","Jugador","https://scanini.app/es/teams/ghana"
"GHA 20","20","Ghana","Antoine Semenyo","Jugador","https://scanini.app/es/teams/ghana"
"HAI 1","1","Haiti","Escudo de Haiti","Escudo","https://scanini.app/es/teams/haiti"
"HAI 2","2","Haiti","Johny Placide","Jugador","https://scanini.app/es/teams/haiti"
"HAI 3","3","Haiti","Carlens Arcus","Jugador","https://scanini.app/es/teams/haiti"
"HAI 4","4","Haiti","Martin Expérience","Jugador","https://scanini.app/es/teams/haiti"
"HAI 5","5","Haiti","Jean-Kevin Duverne","Jugador","https://scanini.app/es/teams/haiti"
"HAI 6","6","Haiti","Ricardo Adé","Jugador","https://scanini.app/es/teams/haiti"
"HAI 7","7","Haiti","Duke Lacroix","Jugador","https://scanini.app/es/teams/haiti"
"HAI 8","8","Haiti","Garven Metusala","Jugador","https://scanini.app/es/teams/haiti"
"HAI 9","9","Haiti","Hannes Delcroix","Jugador","https://scanini.app/es/teams/haiti"
"HAI 10","10","Haiti","Leverton Pierre","Jugador","https://scanini.app/es/teams/haiti"
"HAI 11","11","Haiti","Danley Jean Jacques","Jugador","https://scanini.app/es/teams/haiti"
"HAI 12","12","Haiti","Jean-Ricner Bellegarde","Jugador","https://scanini.app/es/teams/haiti"
"HAI 13","13","Haiti","Foto del equipo de Haiti","Equipo","https://scanini.app/es/teams/haiti"
"HAI 14","14","Haiti","Christopher Attys","Jugador","https://scanini.app/es/teams/haiti"
"HAI 15","15","Haiti","Derrick Etienne Jr","Jugador","https://scanini.app/es/teams/haiti"
"HAI 16","16","Haiti","Josue Casimir","Jugador","https://scanini.app/es/teams/haiti"
"HAI 17","17","Haiti","Ruben Providence","Jugador","https://scanini.app/es/teams/haiti"
"HAI 18","18","Haiti","Duckens Nazon","Jugador","https://scanini.app/es/teams/haiti"
"HAI 19","19","Haiti","Louicius Deedson","Jugador","https://scanini.app/es/teams/haiti"
"HAI 20","20","Haiti","Frantzdy Pierrot","Jugador","https://scanini.app/es/teams/haiti"
"IRN 1","1","Iran","Escudo de Iran","Escudo","https://scanini.app/es/teams/iran"
"IRN 2","2","Iran","Alireza Beiranvand","Jugador","https://scanini.app/es/teams/iran"
"IRN 3","3","Iran","Morteza Pouraliganji","Jugador","https://scanini.app/es/teams/iran"
"IRN 4","4","Iran","Ehsan Hajsafi","Jugador","https://scanini.app/es/teams/iran"
"IRN 5","5","Iran","Milad Mohammadi","Jugador","https://scanini.app/es/teams/iran"
"IRN 6","6","Iran","Shojae Khalilzadeh","Jugador","https://scanini.app/es/teams/iran"
"IRN 7","7","Iran","Ramin Rezaeian","Jugador","https://scanini.app/es/teams/iran"
"IRN 8","8","Iran","Hossein Kanaani","Jugador","https://scanini.app/es/teams/iran"
"IRN 9","9","Iran","Sadegh Moharrami","Jugador","https://scanini.app/es/teams/iran"
"IRN 10","10","Iran","Saleh Hardani","Jugador","https://scanini.app/es/teams/iran"
"IRN 11","11","Iran","Saeed Ezatolahi","Jugador","https://scanini.app/es/teams/iran"
"IRN 12","12","Iran","Saman Ghoddos","Jugador","https://scanini.app/es/teams/iran"
"IRN 13","13","Iran","Foto del equipo de Iran","Equipo","https://scanini.app/es/teams/iran"
"IRN 14","14","Iran","Omid Noorafkan","Jugador","https://scanini.app/es/teams/iran"
"IRN 15","15","Iran","Roozbeh Cheshmi","Jugador","https://scanini.app/es/teams/iran"
"IRN 16","16","Iran","Mohammad Mohebi","Jugador","https://scanini.app/es/teams/iran"
"IRN 17","17","Iran","Sardar Azmoun","Jugador","https://scanini.app/es/teams/iran"
"IRN 18","18","Iran","Mehdi Taremi","Jugador","https://scanini.app/es/teams/iran"
"IRN 19","19","Iran","Alireza Jahanbakhsh","Jugador","https://scanini.app/es/teams/iran"
"IRN 20","20","Iran","Ali Gholizadeh","Jugador","https://scanini.app/es/teams/iran"
"IRQ 1","1","Iraq","Escudo de Iraq","Escudo","https://scanini.app/es/teams/iraq"
"IRQ 2","2","Iraq","Jalal Hassan","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 3","3","Iraq","Rebin Sulaka","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 4","4","Iraq","Hussein Ali","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 5","5","Iraq","Akam Hashem","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 6","6","Iraq","Merchas Doski","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 7","7","Iraq","Zaid Tahseen","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 8","8","Iraq","Manaf Younis","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 9","9","Iraq","Zidane Iqbal","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 10","10","Iraq","Amir Al-Ammari","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 11","11","Iraq","Ibrahim Bavesh","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 12","12","Iraq","Ali Jasim","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 13","13","Iraq","Foto del equipo de Iraq","Equipo","https://scanini.app/es/teams/iraq"
"IRQ 14","14","Iraq","Youssef Amyn","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 15","15","Iraq","Aimar Sher","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 16","16","Iraq","Marko Farji","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 17","17","Iraq","Osama Rashid","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 18","18","Iraq","Ali Al-Hamadi","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 19","19","Iraq","Aymen Hussein","Jugador","https://scanini.app/es/teams/iraq"
"IRQ 20","20","Iraq","Mohanad Ali","Jugador","https://scanini.app/es/teams/iraq"
"JOR 1","1","Jordan","Escudo de Jordan","Escudo","https://scanini.app/es/teams/jordan"
"JOR 2","2","Jordan","Yazeed Abulaila","Jugador","https://scanini.app/es/teams/jordan"
"JOR 3","3","Jordan","Ihsan Haddad","Jugador","https://scanini.app/es/teams/jordan"
"JOR 4","4","Jordan","Mohammad Abu Hashish","Jugador","https://scanini.app/es/teams/jordan"
"JOR 5","5","Jordan","Yazan Al-Arab","Jugador","https://scanini.app/es/teams/jordan"
"JOR 6","6","Jordan","Abdallah Nasib","Jugador","https://scanini.app/es/teams/jordan"
"JOR 7","7","Jordan","Saleem Obaid","Jugador","https://scanini.app/es/teams/jordan"
"JOR 8","8","Jordan","Mohammad Abualnadi","Jugador","https://scanini.app/es/teams/jordan"
"JOR 9","9","Jordan","Ibrahim Saadeh","Jugador","https://scanini.app/es/teams/jordan"
"JOR 10","10","Jordan","Nizar Al-Rashdan","Jugador","https://scanini.app/es/teams/jordan"
"JOR 11","11","Jordan","Noor Al-Rawabdeh","Jugador","https://scanini.app/es/teams/jordan"
"JOR 12","12","Jordan","Mohannad Abu Taha","Jugador","https://scanini.app/es/teams/jordan"
"JOR 13","13","Jordan","Foto del equipo de Jordan","Equipo","https://scanini.app/es/teams/jordan"
"JOR 14","14","Jordan","Amer Jamous","Jugador","https://scanini.app/es/teams/jordan"
"JOR 15","15","Jordan","Musa Al-Taamari","Jugador","https://scanini.app/es/teams/jordan"
"JOR 16","16","Jordan","Yazan Al-Naimat","Jugador","https://scanini.app/es/teams/jordan"
"JOR 17","17","Jordan","Mahmoud Al-Mardi","Jugador","https://scanini.app/es/teams/jordan"
"JOR 18","18","Jordan","Ali Olwan","Jugador","https://scanini.app/es/teams/jordan"
"JOR 19","19","Jordan","Mohammad Abu Zrayq","Jugador","https://scanini.app/es/teams/jordan"
"JOR 20","20","Jordan","Ibrahim Sabra","Jugador","https://scanini.app/es/teams/jordan"
"JPN 1","1","Japan","Escudo de Japan","Escudo","https://scanini.app/es/teams/japan"
"JPN 2","2","Japan","Zion Suzuki","Jugador","https://scanini.app/es/teams/japan"
"JPN 3","3","Japan","Henry Heroki Mochizuki","Jugador","https://scanini.app/es/teams/japan"
"JPN 4","4","Japan","Ayumu Seko","Jugador","https://scanini.app/es/teams/japan"
"JPN 5","5","Japan","Junnosuke Suzuki","Jugador","https://scanini.app/es/teams/japan"
"JPN 6","6","Japan","Shogo Taniguchi","Jugador","https://scanini.app/es/teams/japan"
"JPN 7","7","Japan","Tsuyoshi Watanabe","Jugador","https://scanini.app/es/teams/japan"
"JPN 8","8","Japan","Kaishu Sano","Jugador","https://scanini.app/es/teams/japan"
"JPN 9","9","Japan","Yuki Soma","Jugador","https://scanini.app/es/teams/japan"
"JPN 10","10","Japan","Ao Tanaka","Jugador","https://scanini.app/es/teams/japan"
"JPN 11","11","Japan","Daichi Kamada","Jugador","https://scanini.app/es/teams/japan"
"JPN 12","12","Japan","Takefusa Kubo","Jugador","https://scanini.app/es/teams/japan"
"JPN 13","13","Japan","Foto del equipo de Japan","Equipo","https://scanini.app/es/teams/japan"
"JPN 14","14","Japan","Ritsu Doan","Jugador","https://scanini.app/es/teams/japan"
"JPN 15","15","Japan","Keito Nakamura","Jugador","https://scanini.app/es/teams/japan"
"JPN 16","16","Japan","Takumi Minamino","Jugador","https://scanini.app/es/teams/japan"
"JPN 17","17","Japan","Shuto Machino","Jugador","https://scanini.app/es/teams/japan"
"JPN 18","18","Japan","Junya Ito","Jugador","https://scanini.app/es/teams/japan"
"JPN 19","19","Japan","Koki Ogawa","Jugador","https://scanini.app/es/teams/japan"
"JPN 20","20","Japan","Ayase Ueda","Jugador","https://scanini.app/es/teams/japan"
"KOR 1","1","South Korea","Escudo de South Korea","Escudo","https://scanini.app/es/teams/south-korea"
"KOR 2","2","South Korea","Hyeon-woo Jo","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 3","3","South Korea","Seung-Gyu Kim","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 4","4","South Korea","Min-jae Kim","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 5","5","South Korea","Yu-min Cho","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 6","6","South Korea","Young-woo Seol","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 7","7","South Korea","Han-beom Lee","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 8","8","South Korea","Tae-seok Lee","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 9","9","South Korea","Myung-jae Lee","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 10","10","South Korea","Jae-sung Lee","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 11","11","South Korea","In-beom Hwang","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 12","12","South Korea","Kang-in Lee","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 13","13","South Korea","Foto del equipo de South Korea","Equipo","https://scanini.app/es/teams/south-korea"
"KOR 14","14","South Korea","Seung-ho Paik","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 15","15","South Korea","Jens Castrop","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 16","16","South Korea","Dongg-yeong Lee","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 17","17","South Korea","Gue-sung Cho","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 18","18","South Korea","Heung-min Son","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 19","19","South Korea","Hee-chan Hwang","Jugador","https://scanini.app/es/teams/south-korea"
"KOR 20","20","South Korea","Hyeon-Gyu Oh","Jugador","https://scanini.app/es/teams/south-korea"
"KSA 1","1","Saudi Arabia","Escudo de Saudi Arabia","Escudo","https://scanini.app/es/teams/saudi-arabia"
"KSA 2","2","Saudi Arabia","Nawaf Alaqidi","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 3","3","Saudi Arabia","Abdulrahman Al-Sanbi","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 4","4","Saudi Arabia","Saud Abdulhamid","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 5","5","Saudi Arabia","Nawaf Bouwashl","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 6","6","Saudi Arabia","Jihad Thakri","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 7","7","Saudi Arabia","Moteb Al-Harbi","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 8","8","Saudi Arabia","Hassan Altambakti","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 9","9","Saudi Arabia","Musab Aljuwayr","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 10","10","Saudi Arabia","Ziyad Aljohani","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 11","11","Saudi Arabia","Abdullah Alkhaibari","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 12","12","Saudi Arabia","Nasser Aldawsari","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 13","13","Saudi Arabia","Foto del equipo de Saudi Arabia","Equipo","https://scanini.app/es/teams/saudi-arabia"
"KSA 14","14","Saudi Arabia","Saleh Abu Alshamat","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 15","15","Saudi Arabia","Marwan Alsahafi","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 16","16","Saudi Arabia","Salem Aldawsari","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 17","17","Saudi Arabia","Abdulrahman Al-Aboud","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 18","18","Saudi Arabia","Feras Akbrikan","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 19","19","Saudi Arabia","Saleh Alshehri","Jugador","https://scanini.app/es/teams/saudi-arabia"
"KSA 20","20","Saudi Arabia","Abdullah Al-Hamdan","Jugador","https://scanini.app/es/teams/saudi-arabia"
"MAR 1","1","Morocco","Escudo de Morocco","Escudo","https://scanini.app/es/teams/morocco"
"MAR 2","2","Morocco","Yassine Bounou","Jugador","https://scanini.app/es/teams/morocco"
"MAR 3","3","Morocco","Munir El Kajoui","Jugador","https://scanini.app/es/teams/morocco"
"MAR 4","4","Morocco","Achraf Hakimi","Jugador","https://scanini.app/es/teams/morocco"
"MAR 5","5","Morocco","Noussair Mazraoui","Jugador","https://scanini.app/es/teams/morocco"
"MAR 6","6","Morocco","Nayef Aguerd","Jugador","https://scanini.app/es/teams/morocco"
"MAR 7","7","Morocco","Roman Saiss","Jugador","https://scanini.app/es/teams/morocco"
"MAR 8","8","Morocco","Jawad El Yamio","Jugador","https://scanini.app/es/teams/morocco"
"MAR 9","9","Morocco","Adam Masina","Jugador","https://scanini.app/es/teams/morocco"
